     1    0.1946152320E+00    0.1457963666E+00    0.2974457659E+02    0.0000000000E+00    0.5880000000E+03   -0.1000000000E+01    0.1700680272E-02
     2    0.4336480822E+00    0.6234598041E+00    0.3191579354E+02    0.0000000000E+00    0.5250000000E+03   -0.1000000000E+01    0.1904761905E-02
     3    0.3307193439E+00    0.6481616247E+00    0.3069132622E+02    0.0000000000E+00    0.5650000000E+03   -0.1000000000E+01    0.1769911504E-02
     4    0.8832408921E+00    0.4697573452E+00    0.3021913022E+02    0.0000000000E+00    0.5850000000E+03   -0.1000000000E+01    0.1709401709E-02
     5    0.6643590084E+00    0.7519646253E+00    0.3041886125E+02    0.0000000000E+00    0.5700000000E+03   -0.1000000000E+01    0.1754385965E-02
     6    0.3800341647E+00    0.2582005498E+00    0.3057991079E+02    0.0000000000E+00    0.5680000000E+03   -0.1000000000E+01    0.1760563380E-02
     7    0.5569201236E+00    0.8312178760E+00    0.3099377341E+02    0.0000000000E+00    0.5600000000E+03   -0.1000000000E+01    0.1785714286E-02
     8    0.3379679612E-02    0.9911284829E-01    0.2569767732E+02    0.0000000000E+00    0.6000000000E+03   -0.1000000000E+01    0.1666666667E-02
     9    0.9493237851E+00    0.6040461952E-02    0.3023587500E+02    0.0000000000E+00    0.5800000000E+03   -0.1000000000E+01    0.1724137931E-02
    10    0.1584539407E+00    0.6295129269E-01    0.2820414225E+02    0.0000000000E+00    0.5950000000E+03   -0.1000000000E+01    0.1680672269E-02
    11    0.7555056542E+00    0.4335353907E+00    0.3033525898E+02    0.0000000000E+00    0.5750000000E+03   -0.1000000000E+01    0.1739130435E-02
    12    0.2843235075E+00    0.9147746112E+00    0.3091188824E+02    0.0000000000E+00    0.5620000000E+03   -0.1000000000E+01    0.1779359431E-02
    13    0.9983982172E-01    0.2077009637E+00    0.2823503652E+02    0.0000000000E+00    0.5940000000E+03   -0.1000000000E+01    0.1683501684E-02
    14    0.6245963817E+00    0.2283746877E+00    0.2790295609E+02    0.0000000000E+00    0.5960000000E+03   -0.1000000000E+01    0.1677852349E-02
    15    0.4891964272E-01    0.3523542213E+00    0.2740562187E+02    0.0000000000E+00    0.5970000000E+03   -0.1000000000E+01    0.1675041876E-02
    16    0.7152059160E+00    0.9456020725E+00    0.3023922887E+02    0.0000000000E+00    0.5760000000E+03   -0.1000000000E+01    0.1736111111E-02
    17    0.6806743003E+00    0.7282349837E+00    0.3036488352E+02    0.0000000000E+00    0.5730000000E+03   -0.1000000000E+01    0.1745200698E-02
