     1    0.1414049578E+00    0.5928451146E-01    0.1414070010E+03    0.2113013501E+00    0.5990000000E+03   -0.1000000000E+01    0.1669449082E-02
     2    0.7185600143E+00    0.8117040283E+00    0.2024000143E+03    0.0000000000E+00    0.5530000000E+03   -0.1000000000E+01    0.1808318264E-02
     3    0.9541564541E+00    0.3151596654E+00    0.7476688797E+02    0.0000000000E+00    0.5840000000E+03   -0.1000000000E+01    0.1712328767E-02
     4    0.6172386857E+00    0.4440392025E+00    0.1421083231E+03    0.0000000000E+00    0.5720000000E+03   -0.1000000000E+01    0.1748251748E-02
     5    0.9808482408E+00    0.9827888239E+00    0.1386411083E+03    0.0000000000E+00    0.5740000000E+03   -0.1000000000E+01    0.1742160279E-02
     6    0.7625741864E-01    0.6473898380E+00    0.1713915276E+03    0.0000000000E+00    0.5680000000E+03   -0.1000000000E+01    0.1760563380E-02
     7    0.9034098306E-02    0.9108303018E+00    0.6303165997E+02    0.0000000000E+00    0.5870000000E+03   -0.1000000000E+01    0.1703577513E-02
     8    0.9060111600E+00    0.2399695254E+00    0.6427952799E+02    0.0000000000E+00    0.5860000000E+03   -0.1000000000E+01    0.1706484642E-02
     9    0.7010974985E+00    0.8552136559E+00    0.2032345342E+03    0.0000000000E+00    0.5510000000E+03   -0.1000000000E+01    0.1814882033E-02
    10    0.3746020455E+00    0.9371180825E+00    0.1614052811E+03    0.0000000000E+00    0.5700000000E+03   -0.1000000000E+01    0.1754385965E-02
    11    0.2641932199E+00    0.4131467640E+00    0.1801523685E+03    0.0000000000E+00    0.5640000000E+03   -0.1000000000E+01    0.1773049645E-02
    12    0.8406730838E-01    0.3531154679E+00    0.1522548195E+03    0.1589855483E-01    0.5970000000E+03   -0.1000000000E+01    0.1675041876E-02
    13    0.6521298322E+00    0.2349206194E-01    0.5061061064E+02    0.0000000000E+00    0.5910000000E+03   -0.1000000000E+01    0.1692047377E-02
    14    0.3168792622E+00    0.6776350670E+00    0.2225471473E+03    0.0000000000E+00    0.5310000000E+03   -0.1000000000E+01    0.1883239171E-02
    15    0.4042454039E+00    0.7846274889E+00    0.2461154321E+03    0.0000000000E+00    0.4850000000E+03   -0.1000000000E+01    0.2061855670E-02
    16    0.8528519513E+00    0.5385244900E+00    0.1080597288E+03    0.0000000000E+00    0.5810000000E+03   -0.1000000000E+01    0.1721170396E-02
    17    0.2142791488E+00    0.2669593850E+00    0.1558462342E+03    0.8878054465E-02    0.5950000000E+03   -0.1000000000E+01    0.1680672269E-02
    18    0.4289189408E+00    0.1576275699E+00    0.1176124602E+03    0.0000000000E+00    0.5780000000E+03   -0.1000000000E+01    0.1730103806E-02
    19    0.7757533339E+00    0.6085410664E+00    0.1343786448E+03    0.0000000000E+00    0.5750000000E+03   -0.1000000000E+01    0.1739130435E-02
    20    0.5585729401E+00    0.1740102834E+00    0.1140975428E+03    0.0000000000E+00    0.5790000000E+03   -0.1000000000E+01    0.1727115717E-02
    21    0.1732695687E+00    0.7341861864E+00    0.2083505320E+03    0.0000000000E+00    0.5480000000E+03   -0.1000000000E+01    0.1824817518E-02
    22    0.5020095411E+00    0.5807714934E+00    0.1884008840E+03    0.0000000000E+00    0.5610000000E+03   -0.1000000000E+01    0.1782531194E-02
    23    0.4730476849E+00    0.4886591491E+00    0.1780454136E+03    0.0000000000E+00    0.5650000000E+03   -0.1000000000E+01    0.1769911504E-02
    24    0.8067437513E+00    0.1032550150E+00    0.5652024098E+02    0.0000000000E+00    0.5890000000E+03   -0.1000000000E+01    0.1697792869E-02
    25    0.5347721576E+00    0.7536549686E+00    0.2408242802E+03    0.0000000000E+00    0.5080000000E+03   -0.1000000000E+01    0.1968503937E-02
